time_s,total_queue,vip_queue,phase
14.76,0,0,EW
14.777,0,0,EW
14.794,0,0,EW
14.811,0,0,EW
14.828,0,0,EW
14.845,0,0,EW
14.862,0,0,EW
14.879,0,0,EW
14.896,0,0,EW
14.913,0,0,EW
14.93,0,0,EW
14.947,0,0,EW
14.964,0,0,EW
14.981,0,0,EW
14.998,0,0,EW
15.015,0,0,EW
15.032,0,0,EW
15.049,0,0,EW
15.066,0,0,EW
15.083,0,0,EW
15.1,0,0,EW
15.117,0,0,EW
15.134,0,0,EW
15.151,0,0,EW
15.168,0,0,EW
15.185,0,0,EW
15.202,0,0,EW
15.219,0,0,EW
15.236,0,0,EW
15.253,0,0,EW
15.27,1,0,EW
15.287,1,0,EW
15.304,1,0,EW
15.321,1,0,EW
15.338,1,0,EW
15.355,1,0,EW
15.372,1,0,EW
15.389,1,0,EW
15.406,1,0,EW
15.423,1,0,EW
15.44,1,0,EW
15.457,1,0,EW
15.474,1,0,EW
15.491,1,0,EW
15.508,1,0,EW
15.525,1,0,EW
15.541,1,0,EW
15.558,1,0,EW
15.575,1,0,EW
15.592,1,0,EW
15.609,1,0,EW
15.626,1,0,EW
15.643,1,0,EW
15.66,1,0,EW
15.677,1,0,EW
15.694,1,0,EW
15.711,1,0,EW
15.728,1,0,EW
15.745,1,0,EW
15.762,1,0,EW
15.779,1,0,EW
15.797,1,0,EW
15.814,1,0,EW
15.831,1,0,EW
15.848,1,0,EW
15.865,1,0,EW
15.882,1,0,EW
15.899,1,0,EW
15.916,1,0,EW
15.933,1,0,EW
15.95,1,0,EW
15.967,1,0,EW
15.984,1,0,EW
16.001,0,0,EW
16.018,0,0,EW
16.035,0,0,EW
16.052,0,0,EW
16.069,0,0,EW
16.086,0,0,EW
16.103,0,0,EW
16.12,0,0,EW
16.137,0,0,EW
16.154,0,0,EW
16.171,0,0,EW
16.188,0,0,EW
16.205,0,0,EW
16.222,0,0,EW
16.239,0,0,EW
16.256,0,0,EW
16.273,0,0,EW
16.29,0,0,EW
16.307,0,0,EW
16.324,0,0,EW
16.341,0,0,EW
16.358,0,0,EW
16.375,0,0,EW
16.392,0,0,EW
16.409,0,0,EW
16.426,0,0,EW
16.443,0,0,EW
16.46,0,0,EW
16.477,0,0,EW
16.494,0,0,EW
16.511,0,0,EW
16.528,0,0,EW
16.545,0,0,EW
16.562,0,0,EW
16.579,0,0,EW
16.596,0,0,EW
16.613,0,0,EW
16.63,0,0,EW
16.647,0,0,EW
16.664,0,0,EW
16.681,0,0,EW
16.698,0,0,EW
16.715,0,0,EW
16.732,0,0,EW
16.749,0,0,EW
16.766,0,0,EW
16.783,0,0,EW
16.8,0,0,EW
16.817,0,0,EW
16.834,0,0,EW
16.851,0,0,EW
16.868,0,0,EW
16.886,0,0,EW
16.903,0,0,EW
16.919,0,0,EW
16.936,0,0,EW
16.953,0,0,EW
16.97,0,0,EW
16.987,0,0,EW
17.004,1,0,EW
17.021,1,0,EW
17.038,1,0,EW
17.055,1,0,EW
17.072,1,0,EW
17.089,1,0,EW
17.106,1,0,EW
17.123,1,0,EW
17.14,1,0,EW
17.157,1,0,EW
17.174,1,0,EW
17.191,1,0,EW
17.208,1,0,EW
17.225,1,0,EW
17.242,1,0,EW
17.259,1,0,EW
17.276,1,0,EW
17.293,1,0,EW
17.31,1,0,EW
17.327,1,0,EW
17.344,1,0,EW
17.361,1,0,EW
17.378,2,0,EW
17.395,2,0,EW
17.412,2,0,EW
17.429,2,0,EW
17.446,2,0,EW
17.463,2,0,EW
17.48,2,0,EW
17.498,2,0,EW
17.515,2,0,EW
17.532,2,0,EW
17.549,2,0,EW
17.566,2,0,EW
17.583,2,0,EW
17.6,2,0,EW
17.617,2,0,EW
17.634,2,0,EW
17.651,2,0,EW
17.668,2,0,EW
17.685,2,0,EW
17.702,2,0,EW
17.719,2,0,EW
17.736,2,0,EW
17.753,2,0,EW
17.77,2,0,EW
17.787,2,0,EW
17.803,2,0,EW
17.82,2,0,EW
17.837,2,0,EW
17.854,2,0,EW
17.871,2,0,EW
17.888,2,0,EW
17.905,2,0,EW
17.922,2,0,EW
17.939,2,0,EW
17.956,2,0,EW
17.973,2,0,EW
17.99,2,0,EW
18.007,2,0,EW
18.024,2,0,EW
18.041,2,0,EW
18.058,2,0,EW
18.075,2,0,EW
18.092,2,0,EW
18.11,2,0,EW
18.127,2,0,EW
18.144,2,0,EW
18.161,2,0,EW
18.178,2,0,EW
18.195,2,0,EW
18.212,2,0,EW
18.229,2,0,EW
18.246,2,0,EW
18.263,2,0,EW
18.28,2,0,EW
18.297,2,0,EW
18.314,2,0,EW
18.331,2,0,EW
18.348,2,0,EW
18.365,2,0,EW
18.382,2,0,EW
18.4,2,0,EW
18.417,2,0,EW
18.434,2,0,EW
18.451,2,0,EW
18.468,2,0,EW
18.485,2,0,EW
18.502,2,0,EW
18.519,2,0,EW
18.536,2,0,EW
18.553,2,0,EW
18.57,2,0,EW
18.587,2,0,EW
18.604,2,0,EW
18.621,2,0,EW
18.638,2,0,EW
18.655,2,0,EW
18.672,2,0,EW
18.689,2,0,EW
18.706,2,0,EW
18.723,2,0,EW
18.74,2,0,EW
18.757,2,0,EW
18.774,2,0,EW
18.791,2,0,EW
18.808,2,0,EW
18.825,2,0,EW
18.842,2,0,EW
18.859,2,0,EW
18.876,2,0,EW
18.893,2,0,EW
18.91,2,0,EW
18.927,2,0,EW
18.944,2,0,EW
18.961,2,0,EW
18.978,2,0,EW
18.995,2,0,EW
19.012,2,0,EW
19.029,2,0,EW
19.046,2,0,EW
19.063,2,0,EW
19.08,2,0,EW
19.097,2,0,EW
19.114,2,0,EW
19.131,2,0,EW
19.148,2,0,EW
19.165,2,0,EW
19.182,2,0,EW
19.198,2,0,EW
19.215,2,0,EW
19.232,2,0,EW
19.249,2,0,EW
19.266,2,0,EW
19.283,2,0,EW
19.3,2,0,EW
19.317,2,0,EW
19.334,2,0,EW
19.351,2,0,EW
19.368,2,0,EW
19.385,2,0,EW
19.402,2,0,EW
19.419,2,0,EW
19.436,2,0,EW
19.453,2,0,EW
19.47,2,0,EW
19.487,2,0,EW
19.504,3,0,EW
19.521,3,0,EW
19.538,3,0,EW
19.555,3,0,EW
19.572,3,0,EW
19.589,3,0,EW
19.606,3,0,EW
19.623,3,0,EW
19.64,3,0,EW
19.657,3,0,EW
19.674,3,0,EW
19.691,3,0,EW
19.708,3,0,EW
19.725,3,0,EW
19.742,3,0,EW
19.759,3,0,EW
19.776,3,0,EW
19.793,3,0,EW
19.81,3,0,EW
19.827,3,0,EW
19.844,3,0,EW
19.861,3,0,EW
19.878,3,0,EW
19.895,3,0,EW
19.912,3,0,EW
19.929,3,0,EW
19.946,3,0,EW
19.964,3,0,EW
19.981,3,0,EW
19.998,3,0,EW
20.015,3,0,EW
20.032,3,0,EW
20.049,3,0,EW
20.066,3,0,EW
20.083,3,0,EW
20.1,3,0,EW
20.117,3,0,EW
20.134,3,0,EW
20.152,3,0,EW
20.169,3,0,EW
20.186,3,0,EW
20.203,3,0,EW
20.22,3,0,EW
20.237,2,0,EW
20.254,2,0,EW
20.271,2,0,EW
20.288,2,0,EW
20.305,2,0,EW
20.322,2,0,EW
20.339,2,0,EW
20.356,2,0,EW
20.373,2,0,EW
20.39,2,0,EW
20.407,2,0,EW
20.424,2,0,EW
20.441,2,0,EW
20.458,2,0,EW
20.476,2,0,EW
20.493,2,0,EW
20.51,2,0,EW
20.527,2,0,EW
20.544,2,0,EW
20.561,2,0,EW
20.578,2,0,EW
20.596,2,0,EW
20.613,2,0,EW
20.63,2,0,EW
20.647,2,0,EW
20.664,2,0,EW
20.681,2,0,EW
20.698,2,0,EW
20.715,2,0,EW
20.732,2,0,EW
20.749,2,0,EW
20.766,2,0,EW
20.783,2,0,EW
20.8,2,0,EW
20.817,2,0,EW
20.835,2,0,EW
20.853,2,0,EW
20.87,2,0,EW
20.887,2,0,EW
20.904,2,0,EW
20.921,2,0,EW
20.938,2,0,EW
20.955,2,0,EW
20.972,2,0,EW
20.989,2,0,EW
21.006,2,0,EW
